OBJECTID,PUBLIC_NAME,LABEL,Exclude,PARENT_NAME,NESTED,OFFICIAL_NAME,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,ACREAGE,PROPERTY_CLASSIFICATION,PPR_USE,PPR_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,CITY_SCALE_MAPS,LOCAL_SCALE_MAPS,PROGRAM_SITES,COMMENTS,Shape__Area,Shape__Length
82,Poquessing Creek Park 1,Poquessing Creek Park,No,Poquessing Creek Park,Y,,,2795,1247 STEVENS RD,19116,,1217 STEVENS RD,23.39023796,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1,1,10,7,N,N,N,,162108.4648,3112.519263
83,Jim Junod Recreation Center,Junod,No,Jim Junod Recreation Center,N,Jim Junod Recreation Center,,1883,12770 DUNKS FERRY RD,19154,3102 MECHANICSVILLE RD,12800 DUNKS FERRY RD;12776 DUNKS FERRY RD;12754 DUNKSFERRY RD;3102 MECHANICSVILLE RD;Dunksferry & Mechanicsville,23.5159859,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,10,8,Y,Y,Y,,162859.1875,1674.551385
84,Michael Palmer Playground,M Palmer,No,Michael Palmer Playground,N,Michael Palmer Playground,Far Northeast Athletic Association,1926,2972 COMLY RD,19154,"11701 THORNTON RD, 2981 COMLY RD",11701 THORNTON RD;3035 COMLY RD;Comly & Thornton;2981 COMLY RD;11774 THORNTON RD;2929 COMLY RD,74.15854842,REGIONAL_PARK,RECREATION_SITE,1,1,10,8,Y,Y,Y,Northern portion of Palmer is leased to Far Northeast Athletic Association,513500.1836,4043.880374
85,29th and Chalmers Playground,29th and Chalmers,No,29th and Chalmers Playground,N,,,1990,2900 N 29TH ST,19132,3001 W LEHIGH AVE,3001 W LEHIGH AVE;2800 CHALMERS AVE,15.02876961,NEIGHBORHOOD_PARK,RECREATION_SITE,6,6,4,39,Y,Y,Y,Land is owned by School District-PPR leases,103762.9375,1368.655293
86,Joseph E Mander Playground,Mander,No,East Fairmount Park,Y,Joseph E. Mander Playground,,1900,2102 N 33RD ST,19132,,33rd & Diamond;3309 DIAMOND ST;2142 N 33RD ST;3303 DIAMOND ST;2140 N 33RD ST,22.26603528,NEIGHBORHOOD_PARK,RECREATION_SITE,7,5,4,22,Y,Y,Y,,153686.9141,1574.929116
87,Susan Gorgas Park,Gorgas,No,Susan Gorgas Park,N,Susan Gorgas Park,,803,6424 RIDGE AVE,19128,6300 RIDGE AVE,"6300 RIDGE AVE, Ridge & Hermitage",21.12253793,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,4,5,Y,Y,Y,,145994.0273,2233.103733
88,Marconi Plaza,Marconi,No,Marconi Plaza,N,Marconi Plaza,Oregon Plaza,1221,2700 S BROAD ST,19148,"2700 S BROAD ST, 2701 S BROAD ST",Broad & Oregon;2701 S BROAD ST,18.84621248,NEIGHBORHOOD_PARK,SQUARE_PLAZA,9,7,2,"1, 3",Y,Y,N,,129800.9453,2098.048474
89,Fort Mifflin,Ft Mifflin,Yes,Fort Mifflin,N,Fort Mifflin,Fort Mifflin Historical Site,1267,4800 FORT MIFFLIN RD,19153,4800 FORT MIFFLIN RD,,40.37308731,REGIONAL_PARK,HISTORIC_SITE,9,8,2,12,Y,Y,N,,277736.3164,3600.298142
90,J Francis Finnegan Playground,J Finnegan,No,J Francis Finnegan Playground,N,J. Francis Finnegan Playground,Paschall Playground; James Finnegan,95,6801 GROVERS AVE,19142,6801 GROVERS AVE,69th & Grovers,17.69747417,NEIGHBORHOOD_PARK,RECREATION_SITE,9,8,2,12,Y,Y,Y,,121886.8633,1833.575395
91,Lawncrest Recreation Center,Lawncrest,No,Lawncrest Recreation Center,N,Lawncrest Recreation Center,,1891,6030 RISING SUN AVE,19111,6000 RISING SUN AVE,"6000 RISING SUN AVE, Rising Sun & Comly",14.83832589,NEIGHBORHOOD_PARK,RECREATION_SITE,2,3,9,2,Y,Y,Y,"Library, Water, and PPD/Fire portions of land are not administered by PPR.",102591.1875,1381.916008
92,Pastorius Park,Pastorius,No,Pastorius Park,N,Pastorius Park,,1213,200 W HARTWELL LN,19118,"198, 200, 201 W HARTWELL LN, 220 SUNRISE LN","Pocono & Southhampton, Lincoln Dr & Abington Ave;198, 200, 201 W HARTWELL LN, 220 SUNRISE LN",16.46122215,NEIGHBORHOOD_PARK,MISC_PARK,4,4,8,14,Y,Y,N,Named for Francis Pastorius; Divided by multiple parcels,113892.9023,1639.277956
93,Joseph F Vogt Playground,Vogt,No,Joseph F Vogt Playground,N,Joseph F. Vogt Playground,,1968,4351 UNRUH AVE,19135,4131 UNRUH AVE,4131 UNRUH AVE;4240 KNORR ST,15.83191769,NEIGHBORHOOD_PARK,RECREATION_SITE,2,2,6,15,Y,Y,Y,,109404.5625,1403.388335
94,American Legion Playground,American,No,American Legion Playground,N,American Legion Playground,,1808,4801 DEVEREAUX AVE,19135,6201 TORRESDALE AVE,6201 TORRESDALE AVE;Torresdale & Devereaux,15.72179477,NEIGHBORHOOD_PARK,RECREATION_SITE,2,2,6,15,Y,Y,Y,,108609.9805,1363.733713
95,George Jacobs Playground,Jacobs,No,George Jacobs Playground,N,George Jacobs Playground,,1877,4500 LINDEN AVE,19136,9050 TORRESDALE AVE,4558 LINDEN AVE;9050 TORRESDALE AVE;Linden & Jackson,14.68930411,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,6,8,Y,Y,Y,Torresdale Boys Club leases the athletic buliding and fields on the property.,101574.332,1369.232
96,Fox Chase Recreation Center,Fox Chase,No,Fox Chase Recreation Center,N,Fox Chase Recreation Center,Fox Chase School Playground,1857,7901 RIDGEWAY ST,19111,"601 BORBECK AVE, 700 RHAWN ST",601 BORBECK AVE;700 RHAWN ST;7976 ROCKWELL AVE;7901 RIDGEWAY ST;Rockwell & Ridgeway,16.36922845,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,10,2,Y,Y,Y,Fox Chase School Playground land portion is leased from School District,113263.5742,1538.349363
97,Torresdale Recreation Center,Torresdale,No,Torresdale Recreation Center,N,Torresdale Recreation Center,,68,9501 LEON ST,19114,9550 FRANKFORD AVE,9550 FRANKFORD AVE;9500 FRANKFORD AVE;Frankford & Aubrey,14.22124977,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,6,8,Y,Y,Y,,98360.61719,1389.364035
98,William B Simons Recreation Center,Simons,No,William B Simons Recreation Center,N,,,1953,7224 WOOLSTON AVE,19138,1601-35 E WALNUT LN,"1601-35 E WALNUT LA, 7200 WOOLSTON AVE, Walnut & Rodney",13.12056744,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,9,14,Y,Y,Y,,90752.52734,1263.769114
99,Olney Recreation Center,Olney,No,Olney Recreation Center,N,Olney Recreation Center,,1924,199 E SPENCER AVE,19120,100 E GODFREY AVE,100 E GODFREY AVE;A & Champlost;6000 A ST;6059 A ST,13.62152119,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,9,35,Y,Y,Y,,94166.74609,1312.855538
100,Wakefield Park,Wakefield,No,Wakefield Park,N,,,877,5300 N 16TH ST,19141,"5100 N 16TH ST, 5300 N 16TH ST",16th & Lindley;5100 N 16TH ST,14.64813953,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,3,4,8,35,Y,Y,N,,101235.5742,1975.179957
101,Charles A Russo Playground,Russo,No,Charles A Russo Playground,N,Charles A. Russo Playground,Tacony Park,1946,7301 TORRESDALE AVE,19136,7301 TORRESDALE AVE,7321 TORRESDALE AVE;Torresdale & Cottman;7370 EDMUND ST;7352 EDMUND ST,12.46294006,NEIGHBORHOOD_PARK,RECREATION_SITE,2,1,6,15,Y,Y,Y,Mayfair Athletic Club leases the southeastern building on the Russo property.,86125.85156,1186.864036
102,Max Myers Playground,M Myers,No,Max Myers Playground,N,Max Myers Playground,,1904,1805 HELLERMAN ST,19149,1601 HELLERMAN ST,1601 HELLERMAN ST;1800 MAGEE AVE;6500 BUSTLETON AVE;6501 HORROCKS ST;Horrocks & Magee,12.3703873,NEIGHBORHOOD_PARK,RECREATION_SITE,2,1,7,2,Y,Y,Y,,85506.94141,1232.706629
103,Corporal Jimmy OConnor Memorial Playground,Jimmy OConnor,No,Corporal Jimmy OConnor Memorial Playground,N,Corporal Jimmy O'Connor Memorial Playground,Chalfont & Deerpath Playground;Chalfont Playground,1826,4340 DEERPATH LN,19154,"4330 DEERPATH LN, 11061 KNIGHTS RD, 4330 DEERPATH LN, 11081 KNIGHTS RD",4200 DEERPATH LN;4330 DEERPATH LN;4336 DEERPATH LA;4330-40 DEERPATH LN;4330 DEERPATH LN;11081 KNIGHTS RD;11061 KNIGHTS RD,13.73995851,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,10,8,Y,Y,Y,"Land is owned by City, School District owns the track land and south driveway, which PPR leases. Our Lady of Calvary Athletic Association leases out athletic fields and track.",95091.53125,2096.042751
104,Gustine Recreation Center,Gustine,No,Gustine Recreation Center,N,Gustine Recreation Center,Gustine Lake Rec Center; Legacy Tennis,1984,4842 RIDGE AVE,19129,,4868 RIDGE AVE,12.12366796,NEIGHBORHOOD_PARK,RECREATION_SITE,7,4,4,39,Y,Y,Y,,83738.33203,1287.668445
105,Clarence H Clark Park,Clark,No,Clarence H Clark Park,N,,,2906,4301 CHESTER AVE,19104,"4301 CHESTER AVE, 1101 S 45TH ST",43rd & Woodland;1101 S 45TH ST,12.03401606,NEIGHBORHOOD_PARK,MISC_PARK,8,8,3,18,Y,Y,N,,82961.57813,1786.223281
106,William A Lackman Memorial Playground,Lackman,No,William A Lackman Memorial Playground,N,William A. Lackman Memorial Playground,,1888,1165 BARTLETT ST,19115,800 BARTLETT ST,800 BARTLETT ST;1101 BARTLETT ST;1151 BARTLETT ST;Chesworth & Bartlett,11.44188251,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,10,7,Y,Y,Y,,79233.72266,1145.946017
107,William (Billy) Gambrel Playground,Gambrel,No,William (Billy) Gambrel Playground,N,William (Billy) Gambrel Playground,Whitehall Commons Playground;White Hall Commons,1862,1900 WAKELING ST,19124,1900 WAKELING ST,4950 DITMAN ST,11.54479864,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,7,15,Y,Y,Y,,79743.875,1184.684084
108,Eastwick Park,Eastwick Park,No,Eastwick Park,N,,,400,7401 LINDBERGH BLVD,19153,7401 LINDBERGH BLVD,74th & Lindbergh,11.30893686,NEIGHBORHOOD_PARK,MISC_PARK,9,8,2,12,Y,Y,N,,77867.78906,1160.155685
109,Carmella A DiTizio Playground,Carmella,No,Carmella A DiTizio Playground,N,Carmella A. DiTizio Playground,Whitehall Playground,1823,2150 WAKELING ST,19124,2100 WAKELING ST,"2100 WAKELING ST, 2180 WAKELING ST",11.18319598,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,7,15,Y,Y,Y,,77239.69922,1102.928903
110,George C Pelbano Playground,Pelbano,No,George C Pelbano Playground,N,George C. Pelbano Playground,Rhawnhurst Raiders Athletic Association;The Frank Bond Memorial Field,1987,2138 SOLLY AVE,19152,8101 BUSTLETON AVE,"8101 BUSTLETON AVE, Bustleton & Solly; 2124 SOLLY AVE",11.16353777,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,10,7,Y,Y,Y,Site has Northeast Older Adult Center. Football Field Scoreboard called field Frank Bond Memorial Field,77216.95313,1183.509334
111,Joseph A Ferko Playground,Ferko,No,Tacony Creek Park,Y,Joseph A. Ferko Playground,Juniata Park,1854,1101 E CAYUGA ST,19124,1101 E CAYUGA ST,J & Cayuga;1223 E CAYUGA ST,10.53095496,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,7,24,Y,Y,Y,Juniata Boys and Girls Club leases the eastern building on the Ferko property.,72742.17969,1580.764808
112,Germany Hill,Germany Hill,Yes,Germany Hill,N,,,609,4849 SMICK ST,19128,"4815, 4849, 4855 SMICK ST, 200 FOUNTAIN ST","4815, 4855 SMICK ST, 200 FOUNTAIN ST",10.82687009,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,4,4,4,5,Y,Y,N,Divided by multiple parcels,74829.83984,1332.52844
113,Thomas E Jardel Memorial Field,Jardel,No,Thomas E Jardel Memorial Field,N,Thomas E. Jardel Memorial Field,Burholme Recreation Center,1879,1400 COTTMAN AVE,19111,1400 COTTMAN AVE,"Cottman & Pennway, 1432 COTTMAN AVE",10.77967377,NEIGHBORHOOD_PARK,RECREATION_SITE,2,1,9,2,Y,Y,Y,,74549.91016,1107.561999
114,Daniel Boyle Memorial Recreation Center,Boyle Rec,No,Daniel Boyle Memorial Recreation Center,N,Daniel Boyle Memorial Recreation Center,Somerton Playground,1843,13045 KELVIN AVE,19116,13024 STEVENS RD,13024 STEVENS RD;13235 KELVIN AVE,10.68970199,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,10,7,Y,Y,Y,,74072.85156,1183.721586
115,Stenton Park,Stenton,No,Stenton Park,N,Stenton Park,,1958,1699 W COURTLAND ST,19140,4600 N 16TH ST,16th & Wyoming;4600 N 16TH ST;4601 N 18TH ST,14.76487985,NEIGHBORHOOD_PARK,RECREATION_SITE,3,4,8,35,Y,Y,Y,City owns all land. Mansion Campus is long term lease to National Society of Colonial Dames of America (1910).,102017.2891,1257.834669
116,Thomas Holme School Playground,Holme School,No,Thomas Holme School Playground,N,Thomas Holme School Playground,,2939,3280 HOLME AVE,19114,9152 ACADEMY RD,9152 ACADEMY RD;9125 ACADEMY RD,10.12775085,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,6,8,Y,Y,Y,School District - Thomas Holme Elementary School,70042.52344,1148.200547
117,Charles A Papa Playground,Papa,No,Morris Park,Y,Charles A. Papa Playground,,1929,6839 LANSDOWNE AVE,19151,,68th St & Lansdowne Ave,8.53016827,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,4,19,Y,Y,Y,There is no parcel here,58852.60938,1471.302734
118,Water Tower Recreation Center,Water Tower,No,Water Tower Recreation Center,N,Water Tower Recreation Center,,1979,267 E HARTWELL LN,19118,209-99 E HARTWELL LN;8030-40 WINSTON RD,209-99 E HARTWELL LN;8030-40 WINSTON RD;245 E HARTWELL LN;8299 ARDLEIGH ST;Hartwell & Ardleigh,9.54960794,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,14,Y,Y,Y,Tennis Courts were developed in 1958.,66081.11328,1538.067813
119,James J Ramp Playground,Ramp,No,James J Ramp Playground,N,James J. Ramp Playground,,1938,3340 SOLLY AVE,19136,"3300 SOLLY AVE, 3340 SOLLY AVE","3300-40 SOLLY AVE, Solly & Rowland;3300 SOLLY AVE, 3350 SOLLY AVE",9.04401372,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,6,8,Y,Y,Y,,62530.88672,1161.40664
120,Pepper School Playground,Pepper School,No,Pepper School Playground,N,,,2799,2801 S 84TH ST,19153,2801 S 84TH ST,8400 LYONS AVE,10.14566847,NEIGHBORHOOD_PARK,MISC_PARK,9,8,2,12,Y,Y,Y,,69839.33984,1245.725248
121,Elizabeth M Picariello Playground,Picariello,No,Elizabeth M Picariello Playground,N,Elizabeth M. Picariello Playground,Liberty Bell Youth Organization;Sergeant Patrick C. McDonald Memorial Gymnasium,1934,10815 CALERA RD,19154,3325 RED LION RD;10851 CALERA RD,3325 RED LION RD;10801 CALERA RD;Red Lion & Calera;10851 CALERA RD,10.35799238,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,10,8,Y,Y,Y,Land under Gym is owned by the City.PPR leases land from School District; Athletic Field area to Liberty Bell Youth Organization. Part of the Labrum School Property.,71689.32031,1251.650548
122,Reyburn Park,Reyburn,No,Reyburn Park,N,,,2828,1950 W LEHIGH AVE,19132,"1950 W LEHIGH AVE, 2020-50 W LEHIGH AVE",2020-50 W LEHIGH AVE;21st & Lehigh,7.25309255,NEIGHBORHOOD_PARK,MISC_PARK,6,6,5,22,Y,Y,N,,50070.71484,1282.224279
123,Ronald Trumbette Playground,Trumbette,No,Ronald Trumbette Playground,N,,,135,9050 TORRESDALE AVE,19136,"9000 TORRESDALE AVE, 9050 TORRESDALE AVE",9000 TORRESDALE AVE;Torresdale & Tolbut,8.46822771,NEIGHBORHOOD_PARK,MISC_PARK,1,1,6,8,Y,Y,N,ADDRESS_BRT (9050 TORRESDALE AVE) comes from a bigger parcel,58551.78516,1012.067171
124,Seymour Tarken Recreation Center,Tarken,No,Seymour Tarken Recreation Center,N,Seymour Tarken Recreation Center,,1962,6350 FRONTENAC ST,19111,6250 FRONTENAC ST,6250 FRONTENAC ST;6320 FRONTENAC ST;6201 SUMMERDALE AVE;Frontenac & Levick,8.89486605,NEIGHBORHOOD_PARK,RECREATION_SITE,2,1,9,2,Y,Y,Y,,61488.09375,1021.750452
125,33rd and Oxford Driving Range,33rd and Oxford Range,Yes,East Fairmount Park,Y,,Strawberry Green Driving Range;33rd St Driving Range,1802,3300 RESERVOIR DR,19121,2500 SPRING GARDEN ST,2500 SPRING GARDEN ST,8.99154955,NEIGHBORHOOD_PARK,ATHLETIC_GOLF,7,5,4,22,N,Y,N,Located in East Fairmount Park,62045.65234,985.7731033
126,Edward Houseman Playground,Houseman,No,Edward Houseman Playground,N,Edward Houseman Playground,,1875,900 E GODFREY AVE,19124,802 E GODFREY AVE,802 E GODFREY AVE;5091 SUMMERDALE AVE;4979 SUMMERDALE AVE;4955 SUMMERDALE AVE;5151 SUMMERDALE AVE;Summerdale & Godfrey,8.66519581,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,9,2,Y,Y,Y,,59879.3125,1111.897107
127,Samuel F Houston Playground,Houston,No,Wissahickon Valley Park,Y,Samuel F. Houston Playground,,1876,994 SEQUOIA RD,19128,8601 WISSAHICKON AVE,8601 WISSAHICKON AVE;900 GRAKYN LA;999 GRAKYN LA;Grakyn & Wissahickon,6.20144377,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,4,5,Y,Y,Y,,42904.67188,921.9925333
128,Vernon Park,Vernon,No,Vernon Park,N,,,632,5754 GERMANTOWN AVE,19144,5710-18 GERMANTOWN AVE,5754 GERMANTOWN AVE;5818 GERMANTOWN AVE;5710-18 GERMANTOWN AVE;5805 GREENE ST;5801 GREENE ST;Germantown & Chelten,8.47447474,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,14,Y,Y,Y,,58573.08594,1067.543697
129,Haddington-Marshall L Shepard Sr Recreation Center,Shepard,No,Haddington-Marshall L Shepard Sr Recreation Center,N,"Haddington-Marshall L. Shepard, Sr. Recreation Center",,1952,5700 HAVERFORD AVE,19131,5700 HAVERFORD AVE,57th & Haverford,8.21457867,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,4,19,Y,Y,Y,,56662.39453,979.8526711
130,Penn Treaty Park,Penn Treaty,No,Penn Treaty Park,N,,,317,1299 BEACH ST,19125,"1201-33 N DELAWARE AVE, 1227-37 BEACH ST, 1301 BEACH ST","1201-1301 BEACH ST, Beach & Columbia;1201-33 N DELAWARE AVE, 1227-37 BEACH ST, 1301 BEACH ST",8.52026672,NEIGHBORHOOD_PARK,MISC_PARK,5,2,"1, 5",26,Y,Y,N,,58760.85156,1284.021701
131,Wingohocking Park,Wingohocking,No,Wingohocking Park,N,,,1369,1200 W WINGOHOCKING ST,19140,4101 OLD YORK RD,4101 OLD YORK RD,8.34384577,NEIGHBORHOOD_PARK,MISC_PARK,3,3,8,35,Y,Y,N,ADDRESS_BRT comes from a bigger parcel,57644.41406,1312.977499
132,W Freeland Kendrick Recreation Center,Kendrick,No,W Freeland Kendrick Recreation Center,N,W. Freeland Kendrick Recreation Center,,1885,5878 RIDGE AVE,19128,5822-24 RIDGE AVE,"5822-24 RIDGE AVE, Ridge & Pensdale",8.01516345,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,4,5,Y,Y,Y,,55387.25391,931.2830986
133,Fanny Kemble Abolitionist Memorial Park,Kemble,No,Fanny Kemble Abolitionist Memorial Park,N,Fanny Kemble Abolitionist Memorial Park,,731,5641 OGONTZ AVE,19141,"1649 W OLNEY AVE, 5625, 5631-37, 5641-81, 5689, 5699 OGONTZ AVE, 5650 N 16TH ST","16th & Chew;1649 W OLNEY AVE, 5625, 5631-37, 5641-81, 5689, 5699 OGONTZ AVE, 5650 N 16TH ST",8.000187,NEIGHBORHOOD_PARK,MISC_PARK,4,4,8,35,Y,Y,N,Divided by multiple parcels,55301.83984,1088.010199
134,Bridesburg Recreation Center,Bridesburg,No,Bridesburg Recreation Center,N,Bridesburg Recreation Center,,1822,4625 RICHMOND ST,19137,4625 RICHMOND ST,"4649 RICHMOND ST, Richmond & Ash, 4601 RICHMOND ST",7.98277084,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,6,15,Y,Y,Y,,55115.48047,938.238516
135,Bradford Park,Bradford,No,Bradford Park,N,,Rhawnhurst,236,2400 FAUNCE ST,19152,2400 FAUNCE ST,"Faunce & Bradford, Calvert & Shelmire",8.51284504,NEIGHBORHOOD_PARK,MISC_PARK,1,1,10,2,Y,Y,N,Named for William Bradford in 1982.,58863.20703,995.670354
136,Johnny Sample Recreation Center,Sample,No,Cobbs Creek Park,Y,Johnny Sample Recreation Center,Cobbs Creek Recreation Center and Pool,1836,250 S 63RD ST,19139,12 COBBS CREEK PKWY,63rd & Spruce; 280 Cobbs Creek Parkway;12 COBBS CREEK PKWY,9.78530743,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,3,18,Y,Y,Y,ADDRESS_BRT comes from a bigger parcel; includes the Laura Sims Skate House,67480.69922,1784.993603
137,Francis J Myers Recreation Center,FJ Myers,No,Francis J Myers Recreation Center,N,Francis J. Myers Recreation Center,,1858,5800 CHESTER AVE,19143,5800 CHESTER AVE,58th & Kingsessing;5801 KINGSESSING AVE,7.62507634,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,2,12,Y,Y,Y,,52546.12109,935.5596573
138,Somerton Woods,Somerton Woods,Yes,Somerton Woods,N,,Stevens & Welton Neighborhood Park,44,900 WELTON ST,19116,900 WELTON ST,Stevens Rd & Welton Rd;11730 STEVENS RD;11030 STEVENS RD,7.59136922,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1,1,10,7,Y,Y,N,,52592.68359,958.4132707
139,Thomas B Smith Recreation Center,Smith,No,Thomas B Smith Recreation Center,N,Thomas B. Smith Recreation Center,Wilson Park,502,2200 S 24TH ST,19145,"2100 S 24TH ST, 2200 S 24TH ST","2100 S 24TH ST, 24th & Jackson",7.59075496,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,2,1,Y,Y,Y,,52295.59766,997.5328407
140,Rittenhouse Square,Rittenhouse,No,Rittenhouse Square,N,Rittenhouse Square,,977,1800 WALNUT ST,19103,1800 WALNUT ST,18th & Walnut,7.31390187,NEIGHBORHOOD_PARK,SQUARE_PLAZA,7,5,5,9,Y,Y,N,,50423.83984,870.1169257
141,Samuel Rose Recreation Center,Rose,No,Cobbs Creek Park,Y,Samuel Rose Recreation Center,,1944,1225 N 75TH ST,19151,N/A,"7500 LANSDOWNE AVE, 75th & Lansdowne;7401 LANSDOWNE AVE",7.36638904,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,4,19,Y,Y,Y,,50821.16016,932.2580643
142,Loudoun Park,Loudoun,No,Loudoun Park,N,,,1180,4650 GERMANTOWN AVE,19144,4650 GERMANTOWN AVE,Germantown & Apsley,7.66802112,NEIGHBORHOOD_PARK,MISC_PARK,3,4,8,39,Y,Y,N,,52983.47266,1197.59609
143,Elmwood Park,Elmwood,No,Elmwood Park,N,,,2907,7101 DICKS AVE,19142,7101 DICKS AVE,71st & Buist,7.23461291,NEIGHBORHOOD_PARK,SQUARE_PLAZA,9,8,2,12,Y,Y,N,,49824.97656,851.1828836
144,Harry S McDevitt Playground,McDevitt,No,Harry S McDevitt Playground,N,Harry S. McDevitt Playground,,1906,3580 SCOTTS LN,19129,3500 CRAWFORD ST,3186 SCOTTS LN;3501 SCOTTS LN;3531 SCOTTS LN;3500 CRAWFORD ST,6.253379,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,4,39,Y,Y,Y,,43187.47656,914.1373173
145,Washington Square,Washington,No,Washington Square,N,Washington Square,,16,600 WALNUT ST,19106,600 WALNUT ST,6th & Walnut; 650 WALNUT ST,7.18823145,NEIGHBORHOOD_PARK,SQUARE_PLAZA,10,5,1,6,Y,Y,N,,49553.83984,981.0608374
146,Charles J Ziehler Playground,Ziehler,No,Charles J Ziehler Playground,N,Charles J. Ziehler Playground,,1976,5530 B ST,19120,200-64 E OLNEY AVE,200-64 E OLNEY AVE;B & Olney,7.10841944,NEIGHBORHOOD_PARK,RECREATION_SITE,3,3,9,35,Y,Y,Y,,49129.02734,884.925178
147,Franklin Square,Franklin,No,Franklin Square,N,Franklin Square,,53,200 N 06TH ST,19106,"200 N 06TH ST, 711 RACE ST",6th & Race;711 RACE ST,7.16495218,NEIGHBORHOOD_PARK,SQUARE_PLAZA,10,5,1,6,Y,Y,N,,49405.89063,1024.694132
148,Thomas Mitchell Playground,Mitchell,No,Thomas Mitchell Playground,N,Thomas Mitchell Playground,,1912,3694 CHESTERFIELD RD,19114,3694 CHESTERFIELD RD,3600 WHITEHALL LN;3700 WHITEHALL LN;Morrel & Crown,6.84150481,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,10,8,Y,Y,Y,,47331.0625,980.5767831
149,Charles M Finley Playground,Finley,No,Charles M Finley Playground,N,Charles M. Finley Playground,Whitehall Commons,1989,1006 E HORTTER ST,19150,7701 MANSFIELD AVE,7701 MANSFIELD AVE;Upsal & Mansfield;1001 E UPSAL ST;1037 E UPSAL ST,6.64475875,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,9,14,Y,Y,Y,,45965.91016,875.4839046
150,Von Colln Field,Von Colln,No,Benjamin Franklin Parkway,Y,,,1232,2250 PENNSYLVANIA AVE,19130,N/A,"2200-2268 PENNSYLVANIA AVE, 23rd & Pennsylvania",6.5700213,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,7,5,5,9,N,Y,N,,45312.83203,897.6112016
151,Norris Square,Norris,No,Norris Square,N,,,2905,2100 N HOWARD ST,19122,2100 N HOWARD ST,"2100-60 N HOWARD ST, Diamond & Hancock",6.40066661,NEIGHBORHOOD_PARK,SQUARE_PLAZA,6,6,7,26,Y,Y,N,,44170.71484,823.8957999
152,Tomlinson and Gifford Playground,Tomlinson and Gifford,No,Tomlinson and Gifford Playground,N,Tomlinson and Gifford Playground,,1863,487 TOMLINSON RD,19116,575 TOMLINSON RD,575 TOMLINSON RD,6.4000508,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,10,7,Y,Y,Y,,44338.57031,851.5616354
153,McPherson Square,McPherson,No,McPherson Square,N,,,576,601 E INDIANA AVE,19134,601 E INDIANA AVE,Kensington & Indiana,6.39113005,NEIGHBORHOOD_PARK,SQUARE_PLAZA,5,3,7,24,Y,Y,N,,44120.58984,833.0756261
154,Morris Estate Cultural Center,Morris Estate,No,Morris Estate Cultural Center,N,Morris Estate Cultural Center,,1914,1610 CHELTEN AVE,19141,"1610 CHELTEN AVE, 1700 CHELTEN AVE",1700 CHELTEN AVE;1600 CHELTEN AVE,6.38127831,NEIGHBORHOOD_PARK,RECREATION_SITE,3,4,8,35,Y,Y,Y,"Portion of land (ball diamond) is currently owned by School District (2020), rest is City owned.",44124.65234,922.5003048
