GEOID,placekey,distance,probability,PC1,PC2,PC3,PC4,PC5
"421010149003",zzw-222@628-pg9-h5z,1.95,0.0196078431372549,3.08844097365492,5.43413394413134,2.21423082760344,1.54277415976725,2.102871649407
"421010149003",zzw-222@628-pg9-tgk,2.48,0.338235294117647,1.95793295708317,7.23333884418028,2.39980712700128,4.33168267994285,0.535930166272136
"421010149003",zzy-222@628-pg8-r6k,2.53,0.0392156862745098,3.59413181585703,5.34163289933881,1.38815236725603,1.09078181459806,1.2809123380916
"421010149003",zzz-222@628-pg8-hyv,0.66,0.181372549019608,2.04719336588976,6.56502168676301,2.67375938338968,2.04438631327227,3.26995945342279
"421010149003",zzz-222@628-pg9-hwk,1.97,0.0392156862745098,2.82414328996215,5.48343087097416,2.22970347989465,1.40783864970696,2.09519018003617
"421010149003",zzz-222@628-pg9-tgk,2.48,0.200980392156863,1.95793295708317,7.23333884418028,2.39980712700128,4.33168267994285,0.535930166272136
"421010149003",zzz-222@628-pg9-yjv,2.13,0.0196078431372549,1.72343657030212,7.12420289095599,3.02727652856124,3.4993317452956,1.31045748422867
"421010149003",zzz-222@628-pm8-vj9,14.61,0.0196078431372549,4.89287674184626,5.27454670458479,1.44301496056122,1.92070839806376,6.93032609743401
"421010149003",zzz-222@63s-dvr-d7q,11.88,0.0392156862745098,1.38364518170779,7.70811032956101,2.8165304572209,3.23521616432673,1.24346386203653
"421010149003",zzz-222@63s-dvx-hqz,5.15,0.102941176470588,1.95693153986174,7.53282764411897,3.6744919560915,2.05090024233937,2.42057318879964
"421010362021",zzw-223@628-pgc-g6k,31.44,0.121212121212121,7.61282947143467,5.34892778486512,2.34394703000564,1.40190793194821,2.15200964370391
"421010362021",zzz-222@628-pm4-47q,28.5,0.121212121212121,1.43521424644992,7.16955328237758,3.2757740132809,2.07310490805851,2.73620492653194
"421010362021",zzz-222@628-pm4-mrk,28.3,0.272727272727273,2.06661259425264,7.03954592934979,2.94918863596892,4.09350893127732,2.79934931766507
