OBJECTID,TRAIL_NAME,TRAIL_SYSTEM,ALIAS,LABEL,TRAIL_ID,TRAIL_TYPE,TRAIL_SURFACE,TRAIL_STATUS,TRAIL_RESTRICTIONS,PEDESTRIAN_ACCESS,BIKE_ACCESS,HORSE_ACCESS,CIRCUIT_TRAIL,ECG_TRAIL,SRT_TRAIL,DRG_TRAIL,MILES,COMMENTS,NMT911_TRAIL,Shape__Length
727,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04109104,,N,86.4840903360365
728,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03520219,,N,74.0600832346018
729,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08039932,,N,169.114939548792
730,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.44653854,,N,939.298636403187
731,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.18132543,,N,381.278147152587
732,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.76671641,,N,1613.54910086269
733,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16195219,,N,340.758211453713
734,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02434395,,N,51.1789555105166
735,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.36935125,,N,776.718660802035
736,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00908422,,N,19.0823462573732
737,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05433404,,N,114.524636726493
738,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.13707919,,N,288.654918574058
739,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.55182274,,N,1160.12391394342
740,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08384745,,N,176.41771244112
741,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02285956,,N,48.0829193831299
742,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.6906178,,N,1454.69885047533
743,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06596341,,N,139.057579677185
744,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0526793,,N,110.907594462766
745,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12085714,,N,254.151791262702
746,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0351967,,N,74.0542164589428
747,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01719186,,N,36.1084969033164
748,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.24170693,,N,508.268202571128
749,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0727755,,N,153.197105621591
750,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.35802034,,N,753.091575484499
751,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07951311,,N,167.378699408591
752,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01434602,,N,30.1217599419612
753,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01579604,,N,33.2948722944269
754,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.3214832,,N,675.432051687165
755,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04261277,,N,89.773132076155
756,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02904479,,N,60.9856314226321
757,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03430582,,N,72.2745521807556
758,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.14815939,,N,311.433169135882
759,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01874421,,N,39.4684279980304
760,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12350538,,N,259.589623868461
761,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07608581,,N,160.211651695814
762,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10123603,,N,213.322155275717
763,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06814931,,N,143.467182034744
764,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02637905,,N,55.5156789690493
765,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08136508,,N,171.18577119732
766,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1237802,,N,260.78842233578
767,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0837376,,N,176.342973049237
768,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.37371575,,N,785.727057776752
769,Sandy Run Bridge,PENNYPACK,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01984284,,N,41.8185471345222
770,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.319405,,N,671.617258426548
771,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.19809811,,N,416.343908961799
772,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.72505193,,N,1527.03169137685
773,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07438219,,N,156.416496027943
774,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1272536,,N,267.592895768074
775,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02309772,,N,48.6596441196605
776,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00827005,,N,17.3879207132845
777,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16725655,,N,352.314905152989
778,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.33476153,,N,705.175693906339
779,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.38443555,,N,810.065269378379
780,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0214332,,N,45.0440318785524
781,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1750427,,N,368.393014282721
782,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08456185,,N,177.956192182926
783,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0696096,,N,146.601443195844
784,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.047556,,N,100.041453130811
785,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02623157,,N,55.1228129759919
786,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.14443039,,N,303.803447472636
787,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05866796,,N,123.287865238772
788,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0801717,,N,168.849591620854
789,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12987168,,N,273.299719810396
790,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04802376,,N,100.894747879993
791,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08175443,,N,172.017975822405
792,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04436622,,N,93.4058894751502
793,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04345851,,N,91.4145213631252
794,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0328639,,N,69.0324732737239
795,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02860408,,N,60.2972062189138
796,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09663049,,N,203.273794304096
797,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09926857,,N,208.722674288473
798,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09434163,,N,198.438806972104
799,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04193264,,N,88.2025964218445
800,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02343353,,N,49.2544709772403
801,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04769633,,N,100.187553820757
802,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03577695,,N,75.3597016327449
803,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03672308,,N,77.30431838025
804,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0152371,,N,32.0725747085808
805,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03209324,,N,67.4830472018989
806,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02751129,,N,57.9962459589652
807,Minor Trail,PENNYPACK_HOLME,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06472325,,N,136.355442597449
808,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.2286278,,N,481.242159979854
809,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08962106,,N,188.651388272131
810,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08604602,,N,181.067583985262
811,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02583938,,N,54.3278486160036
812,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06078847,,N,127.741061551823
813,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01701455,,N,35.7955579099877
814,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.41015257,,N,863.474714130746
815,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.042732,,N,89.7934588601758
816,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06755853,,N,142.199509786748
817,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.15040193,,N,316.545544611157
818,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16105012,,N,338.67776257428
819,Axe Factory Lane,PENNYPACK,,Axe Factory Lane,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.08132173,,N,171.418146158133
820,Axe Factory Driveway,PENNYPACK,,Axe Factory Driveway,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.11996351,,N,252.180694532293
821,Axe Factory Lane,PENNYPACK,,Axe Factory Lane,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.1028065,,N,216.549870966362
822,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01839965,,N,38.789915599985
823,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.27215783,,N,573.469810241236
824,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06776085,,N,142.685098684535
825,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.11565273,,N,243.376557513214
826,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.2207283,,N,464.066996646065
827,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03829607,,N,80.6258549243868
828,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05735329,,N,120.692723794294
829,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02742211,,N,57.6035250940609
830,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03386718,,N,71.3938763909803
831,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13209357,,N,278.106067308145
832,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02405032,,N,50.5238586460401
833,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01542202,,N,32.4924213100415
834,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02705486,,N,57.0246722512436
835,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17747371,,N,373.340036057159
836,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.15933092,,N,335.231907292434
837,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1626179,,N,342.197112507115
838,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06499028,,N,136.81285256356
839,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05154593,,N,108.598606605645
840,Minor Trail,PENNYPACK,,<Null>,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00398362,,N,8.38346023498606
841,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.45240796,,N,950.764466386977
842,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.35014895,,N,736.570948728046
843,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.17058407,,N,359.229770123693
844,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01580509,,N,33.2343413862025
845,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.11853604,,N,249.277299812903
846,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1452647,,N,305.339480708351
847,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.34944579,,N,735.74032368274
848,Minor Trail,PENNYPACK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.22126595,,N,466.116282084676
