OBJECTID,TRAIL_NAME,TRAIL_SYSTEM,ALIAS,LABEL,TRAIL_ID,TRAIL_TYPE,TRAIL_SURFACE,TRAIL_STATUS,TRAIL_RESTRICTIONS,PEDESTRIAN_ACCESS,BIKE_ACCESS,HORSE_ACCESS,CIRCUIT_TRAIL,ECG_TRAIL,SRT_TRAIL,DRG_TRAIL,MILES,COMMENTS,NMT911_TRAIL,Shape__Length
1314,Grays Ferry Crescent,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.02804628,,N,58.8790734208426
1315,Grays Ferry Crescent,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.19017941,,N,399.083459059315
1316,Poquessing Creek Trail,POQUESSING,,Poquessing Creek Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.44609388,,N,939.893137720035
1317,Poquessing Creek Trail,POQUESSING,,Poquessing Creek Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0721264,,N,151.761173439931
1318,Poquessing Creek Trail,POQUESSING,,Poquessing Creek Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.40029127,,N,842.335381382441
1319,Minor Trail,WEST_FAIRMOUNT,Rose,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10539773,,N,221.708238347642
1320,Minor Trail,WEST_FAIRMOUNT,Rose,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.14106245,,N,296.75099412684
1321,Minor Trail,FDR,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.22258705,,N,466.986534472536
1322,Tidal Schuylkill River Trail,SRT_TIDAL,Tidal Schuylkill River Trail - 56th to 61st,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,N,Y,N,0.35178892,New alignment about to be opened in October 2021.,N,740.049349765361
1323,Minor Trail,BARTRAMS,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00870048,,N,18.2918337690489
1324,Minor Trail,BARTRAMS,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00807021,,N,16.9363402254082
1325,Minor Trail,BARTRAMS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.02453016,,N,51.4508155102628
1326,Minor Trail,BARTRAMS,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00859091,,N,18.0179281503984
1327,Bartrams Mile,BARTRAMS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,N,Y,N,0.01032827,,N,21.7141550372434
1328,Minor Trail,BARTRAMS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01136829,,N,23.8896741625254
1329,Bartrams Mile,BARTRAMS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,N,Y,N,0.02708874,,N,56.9742653891765
1330,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01907928,,N,40.1158461421721
1331,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01049489,,N,22.0149669632138
1332,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01441255,,N,30.225242150313
1333,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01709517,,N,35.859653083858
1334,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01692367,,N,35.4976128472511
1335,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01610611,,N,33.7718309474914
1336,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00925413,,N,19.4630589925401
1337,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00897164,,N,18.8672203015333
1338,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00280523,,N,5.90003815166349
1339,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00641845,,N,13.4936941373467
1340,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.02186428,,N,45.9708743289848
1341,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.05935619,,N,124.590875309783
1342,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.01997263,,N,41.9174609367567
1343,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.02512961,,N,52.8035477123171
1344,Minor Trail,BARTRAMS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.01809087,,N,38.0420897319687
1345,Bartrams Mile,BARTRAMS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,N,Y,N,0.07466908,,N,156.976564174301
1346,Grays Ferry Crescent,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.0253574,,N,53.3344996294294
1347,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,Y,N,N,0.01656211,,N,34.8377746950392
1348,Grays Ferry Crescent,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.03151826,,N,66.3021216999595
1349,Grays Ferry Crescent,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.01110371,,N,23.3626885247855
1350,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,Y,N,N,0.01476186,,N,30.9450730996986
1351,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,Y,N,N,0.00275486,,N,5.77587591764017
1352,Grays Ferry Crescent,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.02362065,,N,49.6971199504521
1353,Minor Trail,FDR,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01485288,,N,31.1265551884381
1354,Minor Trail,FDR,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01980916,,N,41.5119098212951
1355,Minor Trail,FDR,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0138629,,N,29.14774977996
1356,Minor Trail,FDR,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02012767,,N,42.1936690224707
1357,Minor Trail,FDR,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01119171,,N,23.4734448086415
1358,Bartrams Mile,BARTRAMS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,N,Y,N,0.01001837,,N,21.0623012195761
1359,Minor Trail,BARTRAMS,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01958501,,N,41.1821853647747
1360,Minor Trail,COBBS_LOWER,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.066371,,N,139.245393707776
1361,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0204731,,N,43.0202908604359
1362,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00956577,,N,20.0640575221499
1363,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0115239,,N,24.2224995789007
1364,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01156021,,N,24.2377820294155
1365,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00618933,,N,12.9858204154383
1366,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00553642,,N,11.6071896506715
1367,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0114559,,N,24.0509629907797
1368,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00336243,,N,7.06614826001235
1369,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.012476,,N,26.1572432533002
1370,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01130806,,N,23.7431821188345
1371,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01102806,,N,23.1558782321191
1372,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01472983,,N,30.9496693774523
1373,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01163359,,N,24.4707899424197
1374,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00507869,,N,10.6862613763326
1375,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00492578,,N,10.326459844062
1376,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00359054,,N,7.53017828973689
1377,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00471799,,N,9.92990826061055
1378,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01446927,,N,30.3808685263725
1379,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00608881,,N,12.8112116710028
1380,Minor Trail,SCHUYLKILL_RIVER_PARK,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00708782,,N,14.8918693112873
1381,Minor Trail,COBBS_LOWER,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02725873,,N,57.2821585210094
1382,Cobbs Creek Trail,COBBS_LOWER,,Cobbs Creek Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.7012597,,N,1474.3971246421
1383,Minor Trail,COBBS_LOWER,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02138812,,N,45.0140519000174
1384,Minor Trail,COBBS_LOWER,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03603168,,N,75.6431413238308
1385,Schuylkill Banks,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.03683562,,Y,77.4938921836145
1386,Schuylkill Banks,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.02786009,,Y,58.6056407405464
1387,Schuylkill Banks,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.01905753,,Y,40.0946920697605
1388,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01512505,,Y,31.8245804259559
1389,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00393213,,Y,8.24599988326808
1390,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01558516,,Y,32.788065759228
1391,Schuylkill Banks,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.0022232,,N,4.66203100431214
1392,Schuylkill Banks,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.00188267,,N,3.94709074428433
1393,Schuylkill Banks,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.07588124,,Y,159.664505646379
1394,Cobbs Creek Trail,COBBS_LOWER,,Cobbs Creek Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.43612842,,N,917.904793932842
1395,Schuylkill Banks,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.04770349,,Y,100.374481058744
1396,Schuylkill Banks,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.0127368,,Y,26.7976032322614
1397,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.05274493,,N,110.941386495039
1398,Minor Trail,SRT_SCHUYLKILL_BANKS,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00331012,,Y,6.96337885873604
1399,Schuylkill Banks,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.01210684,,Y,25.43780026419
1400,MLK Trail,WEST_FAIRMOUNT,West River Drive Trail,MLK Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,N,N,N,0.06272343,,N,131.811714446873
1401,Schuylkill Banks,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.0111201,,Y,23.4069115368821
1402,Schuylkill Banks,SRT_SCHUYLKILL_BANKS,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.00358561,,Y,7.54643401333106
1403,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01054734,,N,22.134150629946
1404,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01834285,,N,38.5457644138346
1405,Kelly Drive Trail,EAST_FAIRMOUNT,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.00732516,,Y,15.4016210953051
1406,Kelly Drive Trail,EAST_FAIRMOUNT,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.01483177,,Y,31.1802922067793
1407,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01561017,,N,32.8369304252376
1408,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01320132,,N,27.7740032124734
1409,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01122143,,N,23.6086138219042
1410,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01043065,,N,21.9576485097597
1411,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00603319,,N,12.6573942683232
1412,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.0065945,,N,13.8642850669634
1413,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00664193,,N,13.9818788919069
1414,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01262818,,N,26.572016339114
1415,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00739676,,N,15.5196387267391
1416,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01052868,,N,22.1393114191544
1417,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.0067042,,N,14.0691784230027
1418,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00509186,,N,10.6923577561073
1419,Kelly Drive Trail,EAST_FAIRMOUNT,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.01396715,,Y,29.3731975758285
1420,Kelly Drive Trail,EAST_FAIRMOUNT,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.01710514,,Y,35.9974464338097
1421,Kelly Drive Trail,EAST_FAIRMOUNT,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.01056788,,Y,22.242893817449
1422,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00311855,,N,6.5396002303924
1423,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.0113071,,N,23.7582045017317
1424,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.02586619,,N,54.3237309797161
1425,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.0309884,,N,65.1381803781131
1426,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.0049373,,N,10.393790646311
1427,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00902554,,N,18.9643707785552
1428,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00559716,,N,11.7369330902583
1429,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.0502162,,N,105.508709804768
1430,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01122181,,N,23.5800753352317
1431,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01034079,,N,21.7189572064867
1432,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00645995,,N,13.5544877674918
1433,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.02088736,,N,43.8866566349369
1434,Kelly Drive Trail,EAST_FAIRMOUNT,"Waterworks Drive, Seahorse Circle",,,MINOR,HARD,EXISTING,,Y,Y,N,Y,Y,N,N,0.00481413,,N,10.1017506788954
1435,Kelly Drive Trail,EAST_FAIRMOUNT,"Waterworks Drive, Seahorse Circle",,,MINOR,HARD,EXISTING,,Y,Y,N,Y,Y,N,N,0.01104153,,N,23.2084119587483
1436,Kelly Drive Trail,EAST_FAIRMOUNT,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.0374623,,Y,78.8425857101501
1437,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.07204068,,N,151.342265869884
1438,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.04862737,,N,102.19892246865
1439,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.04626461,,N,97.3139365531169
1440,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01422336,,N,29.8947650732782
1441,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00214403,,N,4.5039834858278
1442,Minor Trail,EAST_FAIRMOUNT,,<Null>,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00358208,,N,7.52511124151029
1443,Minor Trail,OTHER,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.09287321,,N,195.350208931335
1444,Minor Trail,COBBS_HADDINGTON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0146364,,N,30.8088924093605
1445,Minor Trail,COBBS_HADDINGTON,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0732892,,N,153.706994354251
1446,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.05268796,,N,110.919838349391
1447,Minor Trail,EAST_FAIRMOUNT,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01596502,,N,33.6115451731371
1448,Minor Trail,OTHER,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00466875,,N,9.80053307917377
1449,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.02318288,,N,48.6478910300016
1450,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.01642734,,N,34.5809725897663
1451,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.0208382,,N,43.7357451324829
1452,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.00225691,,N,4.75193008460386
1453,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.00454826,,N,9.57591554874891
1454,Minor Trail,COBBS_CARROLL,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.00905513,,N,19.0027301032565
1455,Minor Trail,MORRIS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.05322321,,N,111.964908403722
1456,East Fairmount Greenway,EAST_FAIRMOUNT,,East Fairmount Greenway,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00369141,,N,7.7727440814869
1457,Minor Trail,MORRIS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.0279437,,N,58.6983906376939
1458,Minor Trail,MORRIS,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.03698676,,N,77.8571418521824
1459,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00642396,,N,13.518766616825
1460,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01946956,,N,40.9964398068656
1461,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0694883,,N,145.963930028355
1462,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03648753,,N,76.6864004971225
1463,Trolley Trail,WEST_FAIRMOUNT,Demo Trail,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02747997,,N,57.6785264822568
1464,Chamounix Sidepath,WEST_FAIRMOUNT,,Chamounix Sidepath,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02860982,,N,60.1628004412555
1465,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0111326,,N,23.3572959188492
1466,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03842201,,N,80.635843030002
1467,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0196173,,N,41.243643045308
1468,Minor Trail,WEST_FAIRMOUNT,,Minor Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01907984,,N,40.1291557311217
1469,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MAJOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01269811,,N,26.6734157559557
1470,Walbach St Spur,NORTH_DELAWARE,,K&T - Tacony Spur,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01753281,,N,36.8343673827486
1471,Kensington and Tacony Trail,NORTH_DELAWARE,,Delaware Riverfront Greenway - K&T Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,Y,N,Y,0.07670761,,N,161.459912883807
1472,Minor Trail,WISSAHICKON,,Minor Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00357159,,N,7.50249646686468
1473,Manayunk Canal Towpath,SRT_TOWPATH,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,N,Y,N,0.12794481,,Y,268.822410270591
1474,Green Lane Steps,SRT_TOWPATH,,,,MINOR,HARD,EXISTING,,Y,N,N,N,N,N,N,0.00913019,,Y,19.2044265368402
1475,Manayunk Canal Towpath,SRT_TOWPATH,,Schuylkill River Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,N,Y,N,0.10015313,,Y,210.405915465672
