OBJECTID,PUBLIC_NAME,PARENT_NAME,NESTED,OFFICIAL_NAME,LABEL,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,ACREAGE,PROPERTY_CLASSIFICATION,PPR_USE,PPR_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,CITY_SCALE_MAPS,LOCAL_SCALE_MAPS,PROGRAM_SITES,COMMENTS,Shape__Area,Shape__Length
310,Thomas P Stokley Recreation Center,Thomas P Stokley Recreation Center,N,Thomas P. Stokley Recreation Center,Stokley ,,1959,3000 EDGEMONT ST,19134,3000 EDGEMONT ST,"Edgemont & Indiana;3001 THOMPSON ST",0.84238361,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,1,24,Y,Y,Y,,5813.19921875,302.214908763499
311,Cedar Park,Cedar Park,N,,Cedar, ,401,4917 BALTIMORE AVE,19143,4917-53 BALTIMORE AVE,"4917-53 BALTIMORE AVE, 50th & Baltimore",0.83899354,NEIGHBORHOOD_PARK,MISC_PARK,8,8,3,18,Y,Y,N,,5783.99609375,377.916807128464
312,Waterloo Playground,Waterloo Playground,N,Waterloo Playground,Waterloo ,,2901,2501 WATERLOO ST,19133,2502-12 N HOWARD ST,"2502-12 N HOWARD ST, Waterloo & Cumberland",1.03774369,NEIGHBORHOOD_PARK,RECREATION_SITE,6,6,7,26,Y,Y,Y,Not completely parcelized,7162.66015625,490.133044166884
313,75th and Chelwynde Play Lot,75th and Chelwynde Play Lot,N,,75th and Chelwynde, ,3472,2604 ISLAND AVE,19153,2604 ISLAND AVE,2609-17 S 75TH ST,0.81384714,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,9,8,2,12,Y,Y,N,,5604.38671875,352.459045220097
314,Tip Top Playground,Tip Top Playground,N,Tip Top,Tip Top , ,279,1013 N HOPE ST,19123,1036-66 N FRONT ST,"1036-66 N FRONT ST, Front & Allen",0.78631905,NEIGHBORHOOD_PARK,RECREATION_SITE,10,2,1,26,Y,Y,Y,,5423.81640625,316.916464090567
315,Palmer Park,Palmer Park,N,,Palmer,Fishtown at Palmer Park,1171,1701 FRANKFORD AVE,19125,1701-21 FRANKFORD AVE,"1701-21 FRANKFORD AVE, Frankford & Palmer",0.81570694,NEIGHBORHOOD_PARK,SQUARE_PLAZA,5,2,5,26,Y,Y,N,,5627.87109375,292.852521638213
316,Trenton and Auburn Playground,Trenton and Auburn Playground,N,,Trenton and Auburn ,,583,2222 E AUBURN ST,19134,"2207-39 E RUSH ST, 2200-34 E AUBURN ST","2200 E AUBURN;2207-39 E RUSH ST, 2200-34 E AUBURN ST",0.80820412,NEIGHBORHOOD_PARK,MISC_PARK,5,2,1,24,Y,Y,Y,Divided by multiple parcels,5577.96875,321.070827884735
317,James Otis Ford Playground,James Otis Ford Playground,N,James Otis Ford Playground,Ford,Ford PAL Recreation Center,958,633 SNYDER AVE,19148,"609-39 SNYDER AVE, 630-38 SNYDER AVE","619 SNYDER AVE;7th & Snyder",0.79992643,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,1,3,Y,Y,Y,,5510.6171875,322.739984208952
318,Ben Barkan Park,Ben Barkan Park,N,,Barkan,,239,4998 SPRUCE ST,19143,4936-58 SPRUCE ST,"4936-58 SPRUCE ST, 50th & Spruce",0.78107903,NEIGHBORHOOD_PARK,MISC_PARK,8,8,3,18,Y,Y,N,,5385.63671875,303.834102270077
319,Charles A Baker Playground,Charles A Baker Playground,N,Charles A. Baker Playground,Baker ,,1981,5433 LANSDOWNE AVE,19131,5431-43 LANSDOWNE AVE,"5431-43 LANSDOWNE AVE, Conestoga & Lansdowne;1600 N CONESTOGA ST",0.759114,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,4,19,Y,Y,Y,,5237.79296875,315.120631279032
320,8th and Diamond Playground,8th and Diamond Playground,N,,8th and Diamond ,,1805,2098 N 08TH ST,19122,"2032-62 N 08TH ST; 2062 N 08TH ST","2032-62 N 08TH ST, 800 DIAMOND ST, 2062 N 08TH ST",0.72495076,NEIGHBORHOOD_PARK,RECREATION_SITE,6,6,5,26,Y,Y,Y,Site Renovated 2020-2021 (Rebuild).,5002.91796875,302.92795716146
321,Frank S Nelson Jr Memorial Recreation Center,Frank S Nelson Jr Memorial Recreation Center,N,"Frank S. Nelson, Jr. Memorial Recreation Center",Nelson ,,1988,2528 N 03RD ST,19133,2500-34 N 3RD ST,"2500-34 N 03RD ST, 3rd & Cumberland",0.72068601,NEIGHBORHOOD_PARK,RECREATION_SITE,6,6,7,26,Y,Y,Y,,4974.34375,299.56543860391
322,Fitler Square,Fitler Square,N,,Fitler, ,2904,2301 PINE ST,19103,2301-23 PINE ST,"2301-23 PINE ST, 23rd & Pine",0.72002961,NEIGHBORHOOD_PARK,SQUARE_PLAZA,7,5,2,9,Y,Y,N,,4963.78515625,292.6747069823
323,Vincent G Panati Playground,Vincent G Panati Playground,N,Vincent G. Panati Playground,Panati,,1928,3115 N 22ND ST,19132,"3101-27 N 22ND ST;2119-29 W CLEARFIELD ST","3101-27 N 22ND ST, 22nd & Clearfield;2119-29 W CLEARFIELD ST",1.10142933,NEIGHBORHOOD_PARK,RECREATION_SITE,6,6,8,39,Y,Y,Y,SE Corner parcels added in 2010. DPP acquisition that never officially transferred to PPR. But PPR will maintain for now.,7605.234375,348.814724266937
324,Veterans Memorial Recreation Center of the Nineteenth Ward,Veterans Memorial Recreation Center of the Nineteenth Ward,N,Veterans Memorial Recreation Center of the Nineteenth Ward,Veterans ,Veterans Memorial Playground,1198,800 W CUMBERLAND ST,19133,800 W CUMBERLAND ST,9th & Cumberland,0.6574813,NEIGHBORHOOD_PARK,RECREATION_SITE,6,6,5,26,Y,Y,Y,ADDRESS_BRT comes from a bigger parcel ,4538.16015625,287.484661293537
325,Heritage Park Playground,Heritage Park Playground,N,,Heritage, ,1871,1533 W CLEARFIELD ST,19132,1517-33 W CLEARFIELD ST,"1517-33 W CLEARFIELD ST,  1511-17 W CLEARFIELD ST, 1519 W CLEARFIELD ST",0.65680377,NEIGHBORHOOD_PARK,RECREATION_SITE,6,4,8,39,Y,Y,Y,,4534.96875,277.777934531516
326,Frank Glavin Playground,Frank Glavin Playground,N,The Frank Glavin Playground,Glavin ,"""A&W"" Playground",1860,2612 E WESTMORELAND ST,19134,3267-81 ALMOND ST,"3267-81 ALMOND ST, 2600 E WESTMORELAND ST; Westmoreland & Almond",0.62876166,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,6,24,Y,Y,Y,,4339.53515625,260.946765812856
327,Marie Winchester Playground,Marie Winchester Playground,N,Marie Winchester Playground,Winchester , ,2900,2326 N 15TH ST,19132,2316-36 N 15TH ST,"2330 N 15th St, 2316-36 N 15TH ST, 2322 N 15TH ST",0.61297779,NEIGHBORHOOD_PARK,RECREATION_SITE,6,6,5,22,Y,Y,Y,,4230.8828125,303.327862951244
328,Triangle Park,Triangle Park,N,,Triangle Park, ,844,5419 UPLAND WAY,19131,5425R-65 UPLAND WAY,5425R-65 UPLAND WAY,0.61992157,NEIGHBORHOOD_PARK,MISC_PARK,8,8,4,19,Y,Y,N,,4278.16796875,314.515689854892
329,Cianfrani Park,Cianfrani Park,N,,Cianfrani, ,521,721 S 08TH ST,19147,721 S 08TH ST,8th & Fitzwater,0.60877382,NEIGHBORHOOD_PARK,SQUARE_PLAZA,10,7,1,3,Y,Y,N,,4195.94921875,272.069295856777
330,Garden Court,Garden Court,N,,Garden Court,Garden City Tennis Courts Park,303,4710 SPRUCE ST,19143,4700-10 SPRUCE ST,"4700-10 SPRUCE ST, 47th & Spruce",0.58517395,NEIGHBORHOOD_PARK,MISC_PARK,8,8,3,18,Y,Y,N,,4034.765625,273.334297127641
331,Clayborne and Lewis Playground,Clayborne and Lewis Playground,N,Clayborne and Lewis Playground,Clayborne and Lewis,,2896,1101 N 38TH ST,19104,1101 N 38TH ST,"38th & Poplar, 3800 POPLAR ST",0.59067708,NEIGHBORHOOD_PARK,RECREATION_SITE,7,8,3,16,Y,Y,Y,,4075.1328125,255.457752887828
332,Merritt Square,Merritt Square,N,,Merritt, ,781,1321 STEINBER ST,19124,1321 STEINBER ST,Steinber & Carey,0.56397668,NEIGHBORHOOD_PARK,SQUARE_PLAZA,5,3,7,24,Y,Y,N,,3894.44921875,246.235344884356
333,Gerald J Maguire Playground,Gerald J Maguire Playground,N,Gerald J. Maguire Playground,Maguire ,Lehigh Playground,780,155 W LEHIGH AVE,19133,155-59 W LEHIGH AVE,"155-59 W LEHIGH AVE, Mascher & Lehigh",0.5610965,NEIGHBORHOOD_PARK,MISC_PARK,6,3,7,25,Y,Y,Y,,3873.109375,260.697503279888
334,Sabatino La Noce Park,Sabatino La Noce Park,N,,La Noce,,879,5119 ROCHELLE AVE,19128,5119 ROCHELLE AVE,,0.63945891,NEIGHBORHOOD_PARK,MISC_PARK,4,4,4,5,Y,Y,N,,4417.41796875,267.569651962132
335,Mario Lanza Park,Mario Lanza Park,N,,Lanza,,47,214 CATHARINE ST,19147,214 CATHARINE ST,,0.50692024,NEIGHBORHOOD_PARK,SQUARE_PLAZA,10,7,1,3,Y,Y,N,,3493.58984375,257.62950194578
336,37th and Mount Vernon Playground ,37th and Mount Vernon Playground ,N,"
",37th and Mt Vernon , ,2897,614 N 37TH ST,19104,608-16 N 37TH ST,"608-16 N 37TH ST;600 N 37TH ST;3700 MOUNT VERNON ST",0.47816866,POCKET_PARK,MISC_PARK,7,8,3,16,Y,Y,N,,3298.015625,264.141831520469
337,James L Wright Playground,James L Wright Playground,N,James L. Wright Playground,Wright ,Mantua Recreation Center,1975,3340 HAVERFORD AVE,19104,"3318-50 HAVERFORD AVE, 3321 BRANDYWINE ST","3320-50 HAVERFORD AVE, 34th & Haverford, 3318-50 HAVERFORD AVE, 3321 BRANDYWINE ST, 3390 HAVERFORD AVE, 3384 HAVERFORD AVE",0.54906109,NEIGHBORHOOD_PARK,RECREATION_SITE,7,8,3,16,Y,Y,Y,,3786.953125,297.682298148205
338,Hagert Street Playground,Hagert Street Playground,N,,Hagert ,,847,2034 E HAGERT ST,19125,2024-40 E HAGERT ST,"2024-40 E HAGERT ST, Hagert & Coral",0.48635495,POCKET_PARK,MISC_PARK,5,2,1,26,Y,Y,Y,,3356.390625,246.189236148772
339,Mollbore Terrace Park,Mollbore Terrace Park,N,,Mollbore Terrace, ,0,1226 MOLLBORE TER,19148,"1032 MOLLBORE TER,1032 MOLLBORE TER,1032 MOLLBORE TER","Mollbore Ter & 8th; Mollbore Ter & 11th; Mollbore Ter & 12th;1032 MOLLBORE TER,1032 MOLLBORE TER,1032 MOLLBORE TER",1.42962527,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,9,7,"1, 2",3,Y,Y,N,This is the land boundaries of all 3 portions of Mollbore Terrace put together in a single multipart polygon.,9846.3203125,807.391141443055
340,Ramblers Recreation Center,Ramblers Recreation Center,N,,Ramblers ,Harrowgate PAL Center,1937,851 E TIOGA ST,19134,"801-41 E ATLANTIC ST, 851 E TIOGA ST",801-41 E ATLANTIC ST,3.17211055,NEIGHBORHOOD_PARK,RECREATION_SITE,5,3,7,24,Y,Y,Y,,21903.15234375,865.086237946315
341,Philadelphia History Museum at the Atwater Kent,Philadelphia History Museum at the Atwater Kent,N,Philadelphia History Museum at the Atwater Kent,Atwater Kent Museum, ,3473,15 S 7TH ST,19106,13-17 S 07TH ST,13-17 S 07TH ST,0.44448994,POCKET_PARK,MUSEUM,10,5,1,6,Y,Y,N,,3064.47265625,269.757758762767
342,Lloyd Hall Recreation Center,East Fairmount Park,Y,Lloyd Hall Recreation Center,Lloyd Hall,,997,800 KELLY DR,19130,N/A,"1 JOHN B KELLY DR, 790 WATER WORKS DR",1.2645589,NEIGHBORHOOD_PARK,RECREATION_SITE,7,5,5,9,Y,Y,Y,Located in East Fairmount Park,8723.1484375,385.197519565146
343,Wilmot Park,Wilmot Park,N,,Wilmot,"Da Square;Square Park",99,1801 MEADOW ST,19124,1801 MEADOW ST,Hawthorne St & Meadow St,0.42003917,POCKET_PARK,RECREATION_SITE,5,2,7,15,Y,Y,Y,Historic Designation for the land on 10/2021.,2901.28515625,238.741394620065
344,Anna M Ross Park,Anna M Ross Park,N,Anna M. Ross Park,Ross,10th & Glenwood,762,1000 W GLENWOOD AVE,19133,1000 W GLENWOOD AVE,"10th & Clearfield, 1000 W GLENWOOD AVE",0.41942625,POCKET_PARK,BREEZEWAY_ISLAND,6,3,5,25,Y,Y,N,,2895.8515625,244.792519801751
345,Emanuel Weinberg Park,Emanuel Weinberg Park,N,Emanuel Weinberg Park,Weinberg, ,185,2205 S 06TH ST,19148,2201-09 S 6TH ST,"2201-09 S 06TH ST, 6th & Jackson",0.42156986,POCKET_PARK,SQUARE_PLAZA,10,7,1,3,Y,Y,N,,2904,251.829964571915
346,Corporal George J Reed Jr Memorial Playground,Corporal George J Reed Jr Memorial Playground,N,"Corporal George J. Reed, Jr. Memorial Playground",Reed , ,1173,213 W ONTARIO ST,19140,213 W ONTARIO ST,Ontario & Decatur,0.39665206,POCKET_PARK,MISC_PARK,6,3,7,25,Y,Y,Y,,2738.859375,222.705225540592
347,Wissahickon Neighbors Playground,Wissahickon Neighbors Playground,N,Wissahickon Neighbors Playground,Wissahickon Neighbors , ,2902,3901 TERRACE ST,19128,3901 TERRACE ST,"Terrace St & Hermit St;3901 TERRACE ST;200 HERMIT ST",0.39599284,POCKET_PARK,MISC_PARK,4,4,4,5,Y,Y,Y,,2735.8359375,207.744401151363
348,Louis I Kahn Park,Louis I Kahn Park,N,,Kahn, ,377,328 S 11TH ST,19107,328-38 S 11TH ST,"328-38 S 11TH ST, 11th & Pine",0.38831953,POCKET_PARK,SQUARE_PLAZA,10,5,1,6,Y,Y,N,,2676.83984375,265.758044448162
349,Benson Park,Benson Park,N,,Benson,Sharswood Park,571,1444 N 04TH ST,19122,"1440R N 04TH ST, 1442R-44 N 04TH ST, 1445 N LAWRENCE ST","1440R-44 N 04TH ST;1440R N 04TH ST, 1442R-44 N 04TH ST, 1445 N LAWRENCE ST",0.39455246,POCKET_PARK,MISC_PARK,10,2,7,26,Y,Y,N,,2722.0546875,266.828588477275
350,Christ Church Park,Christ Church Park,N,,Christ Church, ,2827,35 N 02ND ST,19106,36-38 N 2ND ST,"201-17 MARKET ST;36-38 N 2ND ST",0.13202721,POCKET_PARK,HISTORIC_SITE,10,5,1,6,Y,Y,N,,910.2734375,146.123074505194
351,John (Steve) Schmidt Playground,John (Steve) Schmidt Playground,N,John (Steve) Schmidt Playground,Schmidt ,,1978,113 W ONTARIO ST,19140,113-23 W ONTARIO ST,"113-23 W ONTARIO ST, Howard & Ontario",0.36659798,POCKET_PARK,RECREATION_SITE,6,3,7,25,Y,Y,Y,,2531.3203125,223.887683285531
352,OConnor Pool,OConnor Pool,N,,OConnor,Joseph O'Connor Memorial Pool,85,577 S TANEY ST,19146,2601-13 SOUTH ST,"2601-13 SOUTH ST, 26th & South",0.37364796,POCKET_PARK,POOL,7,7,2,17,Y,Y,N,,2575.77734375,201.534627331811
353,Delancey Park,Delancey Park,N,,Delancey,Three Bears Park,115,311 DELANCEY ST,19106,311-19 DELANCEY ST,"311-19 DELANCEY ST, 3rd & Delancey",0.58590366,NEIGHBORHOOD_PARK,MISC_PARK,10,5,1,6,Y,Y,N,"St. Peter's Way to PPR (Ord 1969, pgs1222-1227)",4038.71875,523.356874986837
354,Edward Shippen Plaza (Bainbridge Green),Edward Shippen Plaza (Bainbridge Green),N,Edward Shippen Plaza/'Bainbridge Green',Shippen (Bainbridge Green), ,1225,300 BAINBRIDGE ST,19147,,"300-400 BAINBRIDGE ST, 4th & Bainbridge",0.34839846,POCKET_PARK,SQUARE_PLAZA,10,7,1,3,Y,Y,N,There is no parcel here,2401.3203125,738.797591517877
355,Market Square Park,Market Square Park,N,,Market,Market Place,1141,5501 GERMANTOWN AVE,19144,5501 GERMANTOWN AVE,Germantown & Church,0.34663667,POCKET_PARK,SQUARE_PLAZA,4,4,8,14,Y,Y,N,,2395.75,214.115994900968
356,Northeast Lions Park,Northeast Lions Park,N,Northeast Lions Park,NE Lions,"Barnes & Loney Park;Fox Chase Park",542,7966 OXFORD AVE,19111,7966 OXFORD AVE,Oxford Ave & Loney St,0.38465859,POCKET_PARK,SQUARE_PLAZA,1,1,10,2,Y,Y,N,,2661.8203125,203.962463932034
357,Hedge Street Park,Hedge Street Park,N,Hedge Street Park,Hedge,"Hedge and Plum Playground;New Park",37,4610 HEDGE ST,19124,"4610 HEDGE ST, 1675-79 ORTHODOX ST","4628 Hedge St;1675-79 ORTHODOX ST",0.43025854,POCKET_PARK,MISC_PARK,5,2,7,15,Y,Y,N,Divided by multiple parcels,2971.921875,274.328964428724
358,Etting Park,Etting Park,N,,Etting, ,694,3255 N MARSTON ST,19129,3255 N MARSTON ST,,0.30886554,POCKET_PARK,SQUARE_PLAZA,6,6,4,39,Y,Y,N,,2132.91796875,183.571729696826
359,Lederer Pool,Lederer Pool,N,Lederer Pool at Fishtown Playground,Lederer,"Fishtown Pool;Swimmo",839,618 MOYER ST,19125,1219-25 E MONTGOMERY AVE,"Montgomery & Moyer;618 MOYER ST;600 MOYER ST",0.29258007,POCKET_PARK,POOL,5,2,5,26,Y,Y,N,,2018.45703125,196.39965181604
360,Strawberry Mansion Playground,Strawberry Mansion Playground,N,,Strawberry Mansion Playground,Ridge Ave Neighborhood Park,808,3369 RIDGE AVE,19132,3369 RIDGE AVE,3369-3403 Ridge Ave,0.38469283,POCKET_PARK,MISC_PARK,7,6,4,22,Y,Y,Y,,2655.70703125,209.174288916209
361,Julian Abele Park,Julian Abele Park,N,,Abele, ,1159,923 S 22ND ST,19146,917-31 S 22ND ST,"917 S 22ND ST;917-31 S 22ND ST",0.28605199,POCKET_PARK,SQUARE_PLAZA,7,7,2,17,Y,Y,N,,1971.6171875,183.470862223662
362,Ralph Brooks Park,Ralph Brooks Park,N,Ralph Brooks Park,Brooks,,1360,1601 S 20TH ST,19145,1601-13 S 20TH ST,1601-13 S 20TH ST,0.28543655,POCKET_PARK,MISC_PARK,9,7,2,17,Y,Y,N,,1966.82421875,189.850115349697
363,Gilbert Stuart Park,Gilbert Stuart Park,N,,Stuart, ,843,5132 GERMANTOWN AVE,19144,5132 GERMANTOWN AVE,,0.28774131,POCKET_PARK,SQUARE_PLAZA,4,4,8,39,Y,Y,N,,1988.48828125,176.376338050722
364,West Oak Lane Senior Center,West Oak Lane Senior Center,N,West Oak Lane Senior Center,West Oak Ln Senior Center,West Oak Lane Older Adult Center,3477,7210 OGONTZ AVE,19138,7210-18 OGONTZ AVE,7210-18 OGONTZ AVE,0.22888162,POCKET_PARK,OLDER_ADULT_CENTER,4,4,9,14,Y,Y,N,Privately Owned. Currently in review by PPR.,1583.2890625,159.240281495758
365,Mummers Museum,Mummers Museum,N,,Mummers, ,3478,200 WASHINGTON AVE,19147,"200-10 WASHINGTON AVE, 212-22 WASHINGTON AVE","200-10 WASHINGTON AVE, 212-22 WASHINGTON AVE",0.24996843,POCKET_PARK,MUSEUM,10,7,1,3,Y,Y,N,,1722.53515625,174.472912405944
366,Diamond Park,Diamond Park,N,,Diamond, ,635,2045 N 18TH ST,19121,1736-44 DIAMOND ST,1736-44 DIAMOND ST,0.2476259,POCKET_PARK,SQUARE_PLAZA,6,6,5,22,Y,Y,N,Parcels split between PRA and City (DPP),1708.984375,162.452688209023
367,Ned Wolf Park,Ned Wolf Park,N,Ned Wolf Park,Wolf,,586,7018 MC CALLUM ST,19119,7018 MC CALLUM ST,Mc Callum St & W Ellet St,0.24682004,POCKET_PARK,SQUARE_PLAZA,4,4,8,14,Y,Y,N,"Former Arco station, funded by Arco.",1706.61328125,180.434727338565
368,Betsy Ross House,Betsy Ross House,N,Betsy Ross House,Betsy Ross House,Betsy Ross Flag House Museum,980,239 ARCH ST,19106,239-47 ARCH ST,239-47 ARCH ST,0.2361891,POCKET_PARK,HISTORIC_SITE,10,5,1,6,Y,Y,N,,1628.484375,173.33903922709
369,Giuseppe Bardascino Park,Giuseppe Bardascino Park,N,Giuseppe Bardascino Park,Bardascino,,557,1000 S 10TH ST,19147,1000 S 10TH ST,10th & Carpenter,0.23351745,POCKET_PARK,SQUARE_PLAZA,10,7,1,3,Y,Y,N,,1609.3828125,158.235860408027
370,Karen Donnelly Park,Karen Donnelly Park,N,Karen Donnelly Park,Donnelly,,166,230 DICKINSON ST,19147,230-34 DICKINSON ST,230-34 DICKINSON ST,0.23304553,POCKET_PARK,MISC_PARK,10,7,1,3,Y,Y,N,,1605.70703125,202.26489078066
371,Thomas Hart Park,Thomas Hart Park,N,Thomas Hart Park,Hart ,,578,1321 N 04TH ST,19122,1315-21 N 04TH ST,1315-21 N 04TH ST,0.21553456,POCKET_PARK,MISC_PARK,10,2,5,26,Y,Y,Y,,1486.91015625,175.494639265274
372,Montgomery and Croskey Play Lot,Montgomery and Croskey Play Lot,N,,Montgomery and Croskey ,,614,2235 W MONTGOMERY AVE,19121,2225-37 W MONTGOMERY AVE,2225-37 W MONTGOMERY AVE,0.20059691,POCKET_PARK,MISC_PARK,6,6,5,22,Y,Y,Y,,1384.30078125,153.051777781172
373,Frank Palumbo Sr Park,Frank Palumbo Sr Park,N,Frank Palumbo Sr. Park,F Palumbo,"Florence Park;Frank Palumbo Park",2,723 CATHARINE ST,19147,723 CATHARINE ST,7th & Catharine,0.20163511,POCKET_PARK,SQUARE_PLAZA,10,7,1,3,Y,Y,N,,1389.70703125,151.868300787733
374,Hamilton Park,Hamilton Park,N,,Hamilton, ,891,547 RISING SUN AVE,19140,547 RISING SUN AVE,6th & Butler,0.17701566,POCKET_PARK,BREEZEWAY_ISLAND,6,3,7,25,Y,Y,N,,1222.5234375,148.01385406864
375,Charles J Buckley Park,Charles J Buckley Park,N,Charles J. Buckley Park,Buckley, ,1316,8199 GERMANTOWN AVE,19118,N/A,,0.16285274,POCKET_PARK,BREEZEWAY_ISLAND,4,4,8,14,Y,Y,N,There is no parcel here,1126.83984375,150.998056413413
376,John C Anderson Cultural Center,John C Anderson Cultural Center,N,John C. Anderson Cultural Center,J Anderson ,John Anderson Playground,3479,5323 OVERBROOK AVE,19131,5325 OVERBROOK AVE,"5235 OVERBROOK AVE;5391 OVERBROOK AVE",0.13331633,POCKET_PARK,RECREATION_SITE,8,8,4,19,Y,Y,Y,"Parcel is Library, PPR only responsible for this portion of the parcel.",920.3515625,144.316737608412
377,Mantua Community Garden,Mantua Community Garden,N,,Mantua Garden,"Arco Plaza;34th Street Park;Gateway to Brandywine St Park",34,520 N 34TH ST,19104,520 N 34TH ST,,0.14797246,POCKET_PARK,SQUARE_PLAZA,7,8,3,16,Y,Y,N,No gardening activity here. It is a passive plaza.,1020.578125,127.642552175771
378,Madison War Memorial,Madison War Memorial,N,,Madison,Doughboy,307,595 N 02ND ST,19123,563-65 N 2ND ST,563-65 N 02ND ST,0.14119793,POCKET_PARK,SQUARE_PLAZA,10,5,1,6,Y,Y,N,,973.79296875,139.425982696477
379,22nd and Ontario Park,22nd and Ontario Park,N,,22nd and Ontario , ,1185,3400 N 22ND ST,19140,3400-02 N 22ND ST,3400-02 N 22ND ST,0.14864821,POCKET_PARK,MISC_PARK,6,4,8,39,Y,Y,Y,,1026.5234375,133.954567446901
380,Louis P Paolone Sr Park,Louis P Paolone Sr Park,N,,Paolone,,349,732 SEARS ST,19147,716-34 SEARS ST,"718-34 SEARS, 8th & Sears;716-34 SEARS ST",0.08951335,POCKET_PARK,SQUARE_PLAZA,9,7,1,3,Y,Y,N,Divided by multiple parcels,616.82421875,135.443415251707
381,Daly Park,Daly Park,N,,Daly, ,917,1240 W SEDGELY AVE,19133,,12th & Sedgley,0.08468274,POCKET_PARK,BREEZEWAY_ISLAND,6,3,5,25,Y,Y,N,There is no parcel here,584.6875,101.152227232666
382,Beck Park,Beck Park,N,,Beck, ,195,839 S 02ND ST,19147,839 S 02ND ST,,0.07427552,POCKET_PARK,SQUARE_PLAZA,10,7,1,3,Y,Y,N,,511.875,111.415873714396
383,Coxe Park,Coxe Park,N,,Coxe, ,128,2132 CHERRY ST,19103,2132-34 CHERRY ST,"2132-34 CHERRY ST, Beechwood & Cherry",0.10927567,POCKET_PARK,MISC_PARK,7,5,5,9,Y,Y,N,,753.53125,128.267414900576
384,Greble Post War Memorial,Greble Post War Memorial,N,,Greble Post,Pennsport Veterans Memorial,94,1327 S 03RD ST,19147,1327 S 03RD ST,3rd & Moyamensing,0.04842489,POCKET_PARK,SQUARE_PLAZA,10,7,1,3,Y,Y,N,,333.66796875,81.2089484928991
385,18th and Jackson War Memorial,18th and Jackson War Memorial,N,,18th and Jackson, ,1215,1800 W PASSYUNK AVE,19145,N/A,,0.08338381,POCKET_PARK,SQUARE_PLAZA,9,7,2,1,Y,Y,N,There is no parcel here,574.4296875,148.363161588751
386,22nd and Catharine Park,22nd and Catharine Park,N,,22nd and Catharine,Catharine Park,1222,2200 CATHARINE ST,19146,2200 CATHARINE ST,,0.04624432,POCKET_PARK,MISC_PARK,7,7,2,17,Y,Y,N,,318.76171875,78.4027011938228
387,I-95 Park,I-95 Park,N,,I-95 Park,Status of Peace Plaza (Front/Catharine St),1228,,19147,,,13.0735898,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,10,"5, 7",1,"3, 6",Y,Y,N,,90114.76171875,4791.4513752653
388,General Casimir Pulaski Park,General Casimir Pulaski Park,N,General Casimir Pulaski Park,Pulaski, ,809,3001 E ALLEGHENY AVE,19134,3001 E ALLEGHENY AVE,,1.93025953,NEIGHBORHOOD_PARK,MISC_PARK,5,2,"1, 6",24,Y,Y,N,ADDRESS_BRT comes from a bigger parcel,13318.6640625,769.893104018157
389,Manton Street Park,Manton Street Park,N,,Manton, ,28,405 MANTON ST,19147,"405-07 MANTON ST, 1216 S 4TH ST","405-11 MANTON ST;405-07 MANTON ST, 1216 S 4TH ST",0.06139029,POCKET_PARK,BREEZEWAY_ISLAND,10,7,1,3,Y,Y,N,,423.046875,102.607064375069
390,Cecil B Moore Recreation Center,Cecil B Moore Recreation Center,N,Cecil B. Moore Recreation Center,CB Moore ,"C.B. Moore; Connie Mack Playground",1825,2563 N 22ND ST,19132,2020-50 W LEHIGH AVE,"2020-50 W LEHIGH AVE, 2551 N 22ND ST, 20th & Lehigh, 2501 N 22ND ST",2.13806803,NEIGHBORHOOD_PARK,RECREATION_SITE,6,6,5,22,Y,Y,Y,,14759.44140625,577.106872149446
391,Shofuso Japanese Garden,West Fairmount Park,Y,Shofuso Japanese Garden,Japanese Garden,"Japanese House and Garden;Pine Breeze Villa and Shofuso",3480,4301 LANSDOWNE DR,19131,3401 W GIRARD AVE,Lansdowne Dr & Horticultural Dr,1.08153134,NEIGHBORHOOD_PARK,MUSEUM,7,5,4,16,N,Y,N,Located within the boundaries of the Fairmount Park Horticulture Center. Designed and created in 1953,7461.25390625,340.74467395487
392,61st and Cobbs Creek Park,Cobbs Creek Park,Y,,61st and Cobbs Creek, ,3481,61ST & COBBS CREEK,19143,,,5.16389835,NEIGHBORHOOD_PARK,MISC_PARK,8,8,3,18,Y,Y,Y,,35596.9375,1037.39564506396
393,Stiles Street Play Lot,Stiles Street Play Lot,N,,Stiles,,945,1608 W STILES ST,19121,1608 W STILES ST,,0.01924614,POCKET_PARK,MISC_PARK,7,6,5,22,Y,Y,N,,132.7734375,59.5591635309677
394,Paines Park,Benjamin Franklin Parkway,Y,,Paines,,3490,400 MARTIN LUTHER KING DRIVE,19103,N/A,,2.82548203,NEIGHBORHOOD_PARK,MISC_PARK,7,5,5,9,Y,Y,N,ADDRESS_BRT comes from a bigger parcel,19487.26953125,670.256703961053
